Unnamed: 0,timestamp,day_of_week,hour_of_day,is_weekend,temperature,is_holiday,solar_generation,load,compensation_method
0,2023-01-01 00:00:00,6,0,1,17.483570765056164,0,7.819507374259289,18493,Normal Operation
1,2023-01-01 01:00:00,6,1,1,14.308678494144075,0,0.8863756986523486,17090,Normal Operation
2,2023-01-01 02:00:00,6,2,1,18.23844269050346,0,0.798469675723642,16052,Normal Operation
3,2023-01-01 03:00:00,6,3,1,22.61514928204013,0,3.067700357373875,15356,Normal Operation
4,2023-01-01 04:00:00,6,4,1,13.82923312638332,0,0.3594788119601777,14936,Normal Operation
5,2023-01-01 05:00:00,6,5,1,13.829315215254097,0,5.004297365192644,14884,Normal Operation
6,2023-01-01 06:00:00,6,6,1,22.896064077536955,0,269.9641922106636,15314,Increased Renewable Energy Integration
7,2023-01-01 07:00:00,6,7,1,18.837173645764544,0,286.03772730820435,16591,Increased Renewable Energy Integration
8,2023-01-01 08:00:00,6,8,1,12.65262807032524,0,64.65474265339512,18271,Normal Operation
9,2023-01-01 09:00:00,6,9,1,17.712800217929825,0,234.9771778972208,19470,Increased Renewable Energy Integration
10,2023-01-01 10:00:00,6,10,1,12.682911535937688,0,231.62586485174063,20364,Increased Renewable Energy Integration
11,2023-01-01 11:00:00,6,11,1,12.671351232148716,0,286.7774035363973,21181,Increased Renewable Energy Integration
12,2023-01-01 12:00:00,6,12,1,16.20981135783017,0,113.22864862444136,21714,Normal Operation
13,2023-01-01 13:00:00,6,13,1,5.43359877671101,0,235.5447595737891,22057,Increased Renewable Energy Integration
14,2023-01-01 14:00:00,6,14,1,6.375410837434837,0,63.65657219162114,22313,Normal Operation
15,2023-01-01 15:00:00,6,15,1,12.188562353795136,0,207.8114301904048,22337,Increased Renewable Energy Integration
16,2023-01-01 16:00:00,6,16,1,9.93584439832788,0,137.71195601304493,22136,Normal Operation
17,2023-01-01 17:00:00,6,17,1,16.571236662976368,0,242.2273598868688,21972,Increased Renewable Energy Integration
18,2023-01-01 18:00:00,6,18,1,10.459879622393943,0,265.82607160884834,21717,Increased Renewable Energy Integration
19,2023-01-01 19:00:00,6,19,1,7.938481493323542,0,1.0977924145817153,21071,Peak Load Shifting
20,2023-01-01 20:00:00,6,20,1,22.32824384460777,0,8.125627103908734,20473,Peak Load Shifting
21,2023-01-01 21:00:00,6,21,1,13.871118497567322,0,2.329512616236316,20195,Peak Load Shifting
22,2023-01-01 22:00:00,6,22,1,15.33764102343962,0,3.55565060217083,19896,Peak Load Shifting
23,2023-01-01 23:00:00,6,23,1,7.8762590689327165,0,1.4529735367587682,18717,Normal Operation
24,2023-01-02 00:00:00,0,0,0,12.278086377374088,0,1.95151968574919,17352,Normal Operation
25,2023-01-02 01:00:00,0,1,0,15.55461294854933,0,7.754172353702062,16108,Normal Operation
26,2023-01-02 02:00:00,0,2,0,9.245032112888486,0,2.6185961951553827,15179,Normal Operation
27,2023-01-02 03:00:00,0,3,0,16.87849009172836,0,4.4903496626419015,14519,Normal Operation
28,2023-01-02 04:00:00,0,4,0,11.996806550405974,0,1.5167137305923928,14107,Normal Operation
29,2023-01-02 05:00:00,0,5,0,13.541531251033616,0,6.779299063160986,13947,Normal Operation
30,2023-01-02 06:00:00,0,6,0,11.991466938853016,0,248.3099249601421,13996,Increased Renewable Energy Integration
31,2023-01-02 07:00:00,0,7,0,24.261390922544688,0,94.03528346854416,14541,Normal Operation
32,2023-01-02 08:00:00,0,8,0,14.932513876310331,0,254.3578523034674,15620,Increased Renewable Energy Integration
33,2023-01-02 09:00:00,0,9,0,9.711445355220498,0,119.14120310390616,16746,Normal Operation
34,2023-01-02 10:00:00,0,10,0,19.112724560515943,0,280.59950685812726,17752,Increased Renewable Energy Integration
35,2023-01-02 11:00:00,0,11,0,8.895781750144888,0,227.2716703559624,18535,Increased Renewable Energy Integration
36,2023-01-02 12:00:00,0,12,0,16.044317975023777,0,246.31689025222164,19062,Increased Renewable Energy Integration
37,2023-01-02 13:00:00,0,13,0,5.201649380601122,0,71.2581133754843,19430,Normal Operation
38,2023-01-02 14:00:00,0,14,0,8.359069755507846,0,195.6912783608861,19745,Normal Operation
39,2023-01-02 15:00:00,0,15,0,15.984306179345618,0,255.2855317246699,20061,Increased Renewable Energy Integration
40,2023-01-02 16:00:00,0,16,0,18.692332899977053,0,265.3975881931248,20435,Increased Renewable Energy Integration
41,2023-01-02 17:00:00,0,17,0,15.856841405949853,0,57.15792618341038,20675,Normal Operation
42,2023-01-02 18:00:00,0,18,0,14.421758588058797,0,284.7898081387798,20585,Increased Renewable Energy Integration
43,2023-01-02 19:00:00,0,19,0,13.494481522053556,0,4.1399074672200085,20138,Peak Load Shifting
44,2023-01-02 20:00:00,0,20,0,7.607390048162863,0,9.037242257513796,19525,Peak Load Shifting
45,2023-01-02 21:00:00,0,21,0,11.400778958026455,0,1.9561577150002107,19172,Peak Load Shifting
46,2023-01-02 22:00:00,0,22,0,12.696806145201062,0,9.717589759212162,19034,Peak Load Shifting
47,2023-01-02 23:00:00,0,23,0,20.285611131094576,0,8.101532098961716,18112,Normal Operation
